Vardas               Pavarde             ND1                 ND2                 ND3                 ND4                 ND5                 ND6                 Egzaminas            

Vardas499            Pavarde499          7                   1                   4                   10                  8                   3                   10                   

Vardas500            Pavarde500          5                   3                   7                   4                   2                   1                   1                    

Vardas501            Pavarde501          3                   9                   5                   9                   6                   3                   4                    

Vardas502            Pavarde502          7                   1                   8                   6                   10                  3                   2                    

Vardas503            Pavarde503          10                  4                   1                   1                   6                   3                   5                    

Vardas504            Pavarde504          6                   10                  4                   7                   8                   4                   10                   

Vardas505            Pavarde505          10                  2                   7                   8                   2                   7                   9                    

Vardas506            Pavarde506          10                  10                  5                   9                   4                   1                   1                    

Vardas507            Pavarde507          10                  7                   4                   9                   1                   8                   6                    

Vardas508            Pavarde508          9                   6                   3                   6                   8                   6                   8                    

Vardas509            Pavarde509          9                   2                   3                   9                   10                  5                   7                    

Vardas510            Pavarde510          9                   2                   9                   8                   7                   3                   1                    

Vardas511            Pavarde511          4                   7                   2                   3                   3                   5                   6                    

Vardas512            Pavarde512          4                   10                  9                   8                   6                   4                   1                    

Vardas513            Pavarde513          7                   4                   2                   5                   1                   2                   1                    

Vardas514            Pavarde514          8                   2                   1                   5                   6                   4                   1                    

Vardas515            Pavarde515          6                   5                   1                   4                   6                   6                   5                    

Vardas516            Pavarde516          9                   1                   4                   5                   2                   2                   6                    

Vardas517            Pavarde517          3                   5                   1                   4                   1                   6                   3                    

Vardas518            Pavarde518          8                   8                   4                   7                   2                   10                  7                    

Vardas519            Pavarde519          6                   2                   9                   7                   1                   6                   9                    

Vardas520            Pavarde520          5                   8                   4                   1                   9                   7                   8                    

Vardas521            Pavarde521          4                   9                   10                  9                   1                   6                   6                    

Vardas522            Pavarde522          7                   10                  1                   6                   8                   8                   8                    

Vardas523            Pavarde523          8                   8                   8                   4                   7                   9                   4                    

Vardas524            Pavarde524          10                  5                   9                   1                   7                   7                   8                    

Vardas525            Pavarde525          8                   8                   4                   3                   10                  6                   5                    

Vardas526            Pavarde526          9                   5                   9                   1                   4                   1                   9                    

Vardas527            Pavarde527          2                   9                   2                   4                   8                   1                   8                    

Vardas528            Pavarde528          1                   7                   7                   3                   9                   4                   4                    

Vardas529            Pavarde529          4                   2                   8                   5                   9                   8                   10                   

Vardas530            Pavarde530          3                   7                   4                   8                   3                   4                   9                    

Vardas531            Pavarde531          3                   10                  4                   3                   8                   6                   8                    

Vardas532            Pavarde532          7                   7                   8                   10                  6                   1                   7                    

Vardas533            Pavarde533          1                   8                   10                  2                   3                   1                   6                    

Vardas534            Pavarde534          4                   1                   7                   5                   3                   9                   9                    

Vardas535            Pavarde535          2                   9                   6                   5                   7                   9                   8                    

Vardas536            Pavarde536          8                   3                   1                   1                   9                   7                   7                    

Vardas537            Pavarde537          5                   1                   6                   4                   7                   4                   2                    

Vardas538            Pavarde538          9                   4                   7                   1                   4                   4                   10                   

Vardas539            Pavarde539          9                   7                   8                   6                   7                   10                  6                    

Vardas540            Pavarde540          9                   2                   5                   9                   3                   10                  4                    

Vardas541            Pavarde541          5                   10                  2                   4                   4                   9                   9                    

Vardas542            Pavarde542          10                  2                   2                   6                   6                   8                   3                    

Vardas543            Pavarde543          5                   9                   5                   4                   6                   8                   9                    

Vardas544            Pavarde544          7                   3                   5                   2                   8                   2                   6                    

Vardas545            Pavarde545          9                   2                   5                   5                   4                   8                   5                    

Vardas546            Pavarde546          4                   6                   7                   10                  5                   2                   10                   

Vardas547            Pavarde547          6                   6                   10                  2                   3                   3                   4                    

Vardas548            Pavarde548          3                   10                  6                   8                   2                   6                   9                    

Vardas549            Pavarde549          8                   7                   3                   7                   7                   3                   1                    

Vardas550            Pavarde550          1                   8                   2                   2                   10                  9                   2                    

Vardas551            Pavarde551          4                   9                   4                   1                   7                   9                   1                    

Vardas552            Pavarde552          8                   6                   1                   6                   10                  3                   7                    

Vardas553            Pavarde553          2                   9                   8                   3                   3                   6                   7                    

Vardas554            Pavarde554          9                   5                   3                   8                   9                   9                   6                    

Vardas555            Pavarde555          8                   8                   10                  3                   4                   2                   9                    

Vardas556            Pavarde556          2                   3                   7                   6                   7                   8                   10                   

Vardas557            Pavarde557          1                   2                   2                   8                   1                   5                   9                    

Vardas558            Pavarde558          10                  4                   10                  8                   4                   6                   6                    

Vardas559            Pavarde559          4                   1                   3                   8                   1                   6                   10                   

Vardas560            Pavarde560          8                   1                   3                   6                   1                   8                   10                   

Vardas561            Pavarde561          7                   1                   8                   6                   8                   7                   8                    

Vardas562            Pavarde562          3                   1                   10                  9                   4                   7                   9                    

Vardas563            Pavarde563          5                   1                   6                   1                   7                   4                   9                    

Vardas564            Pavarde564          2                   4                   8                   7                   3                   1                   3                    

Vardas565            Pavarde565          2                   10                  3                   10                  7                   10                  4                    

Vardas566            Pavarde566          3                   3                   2                   6                   10                  8                   1                    

Vardas567            Pavarde567          10                  3                   10                  7                   10                  2                   4                    

Vardas568            Pavarde568          1                   7                   6                   5                   4                   2                   5                    

Vardas569            Pavarde569          8                   10                  9                   6                   7                   5                   2                    

Vardas570            Pavarde570          2                   8                   9                   8                   8                   6                   2                    

Vardas571            Pavarde571          9                   5                   6                   8                   7                   8                   3                    

Vardas572            Pavarde572          1                   8                   10                  3                   9                   10                  1                    

Vardas573            Pavarde573          4                   8                   6                   3                   8                   9                   6                    

Vardas574            Pavarde574          3                   3                   10                  3                   3                   10                  9                    

Vardas575            Pavarde575          6                   2                   10                  3                   6                   3                   3                    

Vardas576            Pavarde576          3                   10                  7                   8                   5                   3                   7                    

Vardas577            Pavarde577          3                   10                  4                   8                   6                   2                   8                    

Vardas578            Pavarde578          1                   3                   5                   1                   7                   6                   6                    

Vardas579            Pavarde579          2                   7                   5                   4                   9                   4                   6                    

Vardas580            Pavarde580          7                   1                   1                   4                   7                   9                   2                    

Vardas581            Pavarde581          8                   9                   6                   3                   7                   9                   1                    

Vardas582            Pavarde582          4                   7                   6                   7                   8                   1                   5                    

Vardas583            Pavarde583          9                   6                   3                   10                  7                   7                   2                    

Vardas584            Pavarde584          4                   3                   4                   7                   9                   1                   6                    

Vardas585            Pavarde585          9                   3                   5                   9                   4                   7                   4                    

Vardas586            Pavarde586          4                   10                  8                   1                   7                   6                   8                    

Vardas587            Pavarde587          1                   9                   7                   1                   4                   2                   8                    

Vardas588            Pavarde588          6                   9                   4                   1                   2                   1                   4                    

Vardas589            Pavarde589          6                   2                   7                   8                   9                   5                   5                    

Vardas590            Pavarde590          4                   2                   9                   5                   4                   1                   5                    

Vardas591            Pavarde591          7                   5                   10                  1                   2                   4                   4                    

Vardas592            Pavarde592          5                   8                   6                   6                   10                  8                   4                    

Vardas593            Pavarde593          5                   1                   9                   3                   7                   10                  8                    

Vardas594            Pavarde594          8                   2                   3                   9                   2                   3                   7                    

Vardas595            Pavarde595          8                   9                   6                   10                  1                   4                   9                    

Vardas596            Pavarde596          4                   5                   1                   10                  7                   1                   2                    

Vardas597            Pavarde597          5                   1                   3                   9                   7                   1                   9                    

Vardas598            Pavarde598          2                   10                  3                   8                   2                   7                   9                    

Vardas599            Pavarde599          4                   7                   2                   1                   1                   7                   8                    

Vardas600            Pavarde600          9                   10                  7                   10                  5                   6                   2                    

Vardas601            Pavarde601          6                   9                   3                   10                  9                   7                   4                    

Vardas602            Pavarde602          1                   10                  1                   5                   2                   9                   6                    

Vardas603            Pavarde603          10                  4                   2                   9                   7                   1                   10                   

Vardas604            Pavarde604          8                   9                   10                  6                   4                   5                   6                    

Vardas605            Pavarde605          1                   6                   10                  3                   6                   7                   6                    

Vardas606            Pavarde606          2                   1                   8                   3                   1                   5                   4                    

Vardas607            Pavarde607          8                   2                   6                   9                   8                   2                   10                   

Vardas608            Pavarde608          7                   5                   1                   8                   5                   3                   8                    

Vardas609            Pavarde609          10                  3                   4                   6                   2                   8                   1                    

Vardas610            Pavarde610          4                   1                   3                   7                   3                   1                   8                    

Vardas611            Pavarde611          4                   4                   7                   7                   6                   7                   1                    

Vardas612            Pavarde612          8                   4                   8                   6                   4                   7                   5                    

Vardas613            Pavarde613          2                   10                  5                   2                   5                   9                   2                    

Vardas614            Pavarde614          8                   4                   8                   9                   7                   4                   4                    

Vardas615            Pavarde615          1                   4                   3                   6                   1                   2                   4                    

Vardas616            Pavarde616          1                   4                   2                   9                   6                   7                   3                    

Vardas617            Pavarde617          9                   7                   10                  8                   2                   7                   3                    

Vardas618            Pavarde618          2                   8                   6                   9                   3                   7                   6                    

Vardas619            Pavarde619          1                   9                   8                   9                   4                   8                   7                    

Vardas620            Pavarde620          1                   5                   1                   3                   6                   1                   1                    

Vardas621            Pavarde621          6                   4                   3                   9                   2                   9                   10                   

Vardas622            Pavarde622          8                   9                   2                   6                   7                   1                   10                   

Vardas623            Pavarde623          7                   8                   8                   9                   5                   9                   1                    

Vardas624            Pavarde624          6                   4                   1                   3                   10                  6                   9                    

Vardas625            Pavarde625          2                   10                  6                   7                   6                   3                   6                    

Vardas626            Pavarde626          4                   3                   10                  1                   8                   6                   4                    

Vardas627            Pavarde627          1                   7                   4                   7                   8                   8                   5                    

Vardas628            Pavarde628          8                   3                   5                   1                   3                   10                  1                    

Vardas629            Pavarde629          10                  3                   6                   3                   4                   2                   6                    

Vardas630            Pavarde630          9                   6                   10                  2                   9                   4                   3                    

Vardas631            Pavarde631          5                   8                   8                   7                   3                   8                   5                    

Vardas632            Pavarde632          8                   7                   7                   2                   9                   5                   5                    

Vardas633            Pavarde633          7                   2                   6                   4                   3                   6                   5                    

Vardas634            Pavarde634          1                   4                   9                   5                   5                   9                   2                    

Vardas635            Pavarde635          1                   4                   5                   10                  4                   2                   3                    

Vardas636            Pavarde636          5                   7                   4                   10                  3                   6                   3                    

Vardas637            Pavarde637          6                   10                  1                   5                   8                   1                   2                    

Vardas638            Pavarde638          5                   5                   9                   6                   9                   9                   4                    

Vardas639            Pavarde639          5                   9                   3                   8                   10                  3                   7                    

Vardas640            Pavarde640          3                   2                   3                   6                   3                   2                   3                    

Vardas641            Pavarde641          5                   2                   4                   1                   10                  2                   6                    

Vardas642            Pavarde642          5                   9                   1                   8                   8                   1                   6                    

Vardas643            Pavarde643          10                  7                   4                   6                   4                   10                  1                    

Vardas644            Pavarde644          8                   2                   2                   4                   4                   6                   3                    

Vardas645            Pavarde645          9                   8                   10                  6                   9                   10                  10                   

Vardas646            Pavarde646          3                   5                   6                   9                   7                   8                   10                   

Vardas647            Pavarde647          1                   2                   1                   2                   3                   2                   3                    

Vardas648            Pavarde648          5                   9                   1                   9                   3                   2                   8                    

Vardas649            Pavarde649          10                  3                   7                   7                   6                   3                   6                    

Vardas650            Pavarde650          1                   2                   3                   9                   1                   6                   8                    

Vardas651            Pavarde651          3                   9                   8                   7                   2                   1                   8                    

Vardas652            Pavarde652          10                  2                   2                   1                   5                   10                  5                    

Vardas653            Pavarde653          9                   10                  7                   7                   8                   3                   3                    

Vardas654            Pavarde654          3                   9                   2                   1                   6                   4                   10                   

Vardas655            Pavarde655          1                   9                   4                   3                   6                   6                   2                    

Vardas656            Pavarde656          1                   3                   2                   1                   2                   1                   1                    

Vardas657            Pavarde657          1                   6                   7                   2                   4                   2                   2                    

Vardas658            Pavarde658          2                   6                   2                   3                   4                   5                   1                    

Vardas659            Pavarde659          10                  6                   7                   7                   8                   8                   9                    

Vardas660            Pavarde660          3                   9                   9                   10                  4                   3                   9                    

Vardas661            Pavarde661          7                   6                   7                   7                   3                   3                   2                    

Vardas662            Pavarde662          4                   6                   10                  2                   2                   8                   9                    

Vardas663            Pavarde663          3                   2                   10                  3                   2                   2                   1                    

Vardas664            Pavarde664          8                   6                   5                   4                   3                   2                   8                    

Vardas665            Pavarde665          7                   8                   3                   10                  10                  4                   6                    

Vardas666            Pavarde666          1                   6                   7                   1                   2                   9                   6                    

Vardas667            Pavarde667          1                   7                   5                   6                   1                   10                  1                    

Vardas668            Pavarde668          7                   10                  7                   3                   1                   8                   10                   

Vardas669            Pavarde669          10                  3                   3                   10                  2                   4                   7                    

Vardas670            Pavarde670          8                   8                   3                   3                   4                   4                   2                    

Vardas671            Pavarde671          7                   4                   2                   10                  4                   6                   7                    

Vardas672            Pavarde672          9                   10                  9                   3                   2                   8                   1                    

Vardas673            Pavarde673          9                   6                   7                   10                  6                   7                   1                    

Vardas674            Pavarde674          3                   4                   2                   10                  6                   10                  3                    

Vardas675            Pavarde675          10                  2                   4                   7                   7                   9                   1                    

Vardas676            Pavarde676          7                   6                   3                   8                   3                   3                   2                    

Vardas677            Pavarde677          3                   5                   8                   1                   7                   7                   10                   

Vardas678            Pavarde678          2                   6                   4                   9                   7                   2                   4                    

Vardas679            Pavarde679          10                  1                   1                   8                   7                   4                   10                   

Vardas680            Pavarde680          8                   6                   6                   5                   9                   10                  3                    

Vardas681            Pavarde681          10                  5                   2                   4                   5                   10                  1                    

Vardas682            Pavarde682          9                   4                   10                  10                  3                   4                   8                    

Vardas683            Pavarde683          7                   1                   9                   1                   8                   7                   7                    

Vardas684            Pavarde684          6                   3                   10                  7                   9                   3                   6                    

Vardas685            Pavarde685          10                  3                   7                   8                   7                   8                   3                    

Vardas686            Pavarde686          2                   2                   5                   3                   3                   4                   2                    

Vardas687            Pavarde687          7                   1                   9                   4                   1                   2                   2                    

Vardas688            Pavarde688          5                   7                   4                   2                   4                   7                   5                    

Vardas689            Pavarde689          2                   3                   7                   6                   7                   5                   10                   

Vardas690            Pavarde690          2                   4                   2                   6                   7                   6                   5                    

Vardas691            Pavarde691          9                   4                   9                   6                   4                   6                   9                    

Vardas692            Pavarde692          2                   1                   3                   9                   1                   5                   5                    

Vardas693            Pavarde693          6                   3                   7                   4                   1                   8                   10                   

Vardas694            Pavarde694          10                  8                   7                   6                   9                   2                   6                    

Vardas695            Pavarde695          8                   8                   9                   5                   7                   7                   6                    

Vardas696            Pavarde696          4                   6                   7                   10                  2                   7                   10                   

Vardas697            Pavarde697          2                   4                   8                   6                   1                   6                   6                    

Vardas698            Pavarde698          2                   6                   2                   6                   8                   5                   10                   

Vardas699            Pavarde699          6                   2                   10                  5                   4                   3                   5                    

Vardas700            Pavarde700          4                   5                   5                   5                   8                   9                   3                    

Vardas701            Pavarde701          7                   10                  5                   10                  2                   10                  8                    

Vardas702            Pavarde702          4                   10                  10                  9                   6                   1                   7                    

Vardas703            Pavarde703          2                   7                   9                   9                   2                   7                   8                    

Vardas704            Pavarde704          4                   7                   5                   8                   4                   6                   8                    

Vardas705            Pavarde705          10                  3                   2                   3                   8                   4                   5                    

Vardas706            Pavarde706          6                   8                   6                   7                   6                   3                   3                    

Vardas707            Pavarde707          3                   1                   7                   9                   3                   9                   3                    

Vardas708            Pavarde708          9                   6                   7                   7                   3                   6                   3                    

Vardas709            Pavarde709          4                   10                  3                   9                   5                   1                   5                    

Vardas710            Pavarde710          7                   9                   6                   9                   7                   2                   6                    

Vardas711            Pavarde711          9                   4                   3                   7                   5                   6                   2                    

Vardas712            Pavarde712          6                   9                   10                  2                   7                   6                   1                    

Vardas713            Pavarde713          7                   5                   7                   6                   9                   2                   3                    

Vardas714            Pavarde714          9                   4                   8                   1                   3                   8                   6                    

Vardas715            Pavarde715          3                   1                   10                  6                   7                   7                   10                   

Vardas716            Pavarde716          3                   5                   10                  9                   10                  1                   8                    

Vardas717            Pavarde717          2                   3                   8                   8                   5                   4                   10                   

Vardas718            Pavarde718          4                   10                  4                   8                   1                   4                   1                    

Vardas719            Pavarde719          10                  5                   6                   3                   8                   7                   4                    

Vardas720            Pavarde720          8                   10                  6                   1                   9                   2                   5                    

Vardas721            Pavarde721          1                   7                   8                   9                   1                   5                   7                    

Vardas722            Pavarde722          1                   1                   4                   8                   4                   6                   9                    

Vardas723            Pavarde723          2                   7                   8                   7                   4                   10                  4                    

Vardas724            Pavarde724          1                   4                   6                   3                   5                   5                   4                    

Vardas725            Pavarde725          4                   3                   8                   7                   3                   6                   4                    

Vardas726            Pavarde726          3                   6                   10                  10                  10                  4                   10                   

Vardas727            Pavarde727          4                   3                   5                   4                   2                   6                   7                    

Vardas728            Pavarde728          3                   8                   5                   5                   2                   2                   1                    

Vardas729            Pavarde729          3                   2                   7                   7                   1                   4                   7                    

Vardas730            Pavarde730          9                   6                   1                   1                   10                  5                   9                    

Vardas731            Pavarde731          1                   9                   7                   5                   6                   4                   7                    

Vardas732            Pavarde732          2                   2                   9                   3                   9                   8                   1                    

Vardas733            Pavarde733          5                   4                   3                   1                   5                   4                   10                   

Vardas734            Pavarde734          5                   4                   3                   10                  1                   3                   5                    

Vardas735            Pavarde735          7                   5                   3                   2                   2                   8                   2                    

Vardas736            Pavarde736          9                   8                   1                   7                   8                   4                   2                    

Vardas737            Pavarde737          1                   8                   4                   2                   6                   7                   4                    

Vardas738            Pavarde738          3                   9                   1                   5                   1                   10                  7                    

Vardas739            Pavarde739          6                   5                   6                   5                   2                   2                   5                    

Vardas740            Pavarde740          7                   6                   2                   8                   10                  9                   7                    

Vardas741            Pavarde741          7                   2                   5                   8                   1                   8                   5                    

Vardas742            Pavarde742          6                   10                  8                   6                   7                   1                   5                    
